Customer_id;recency;frequency;monetary;recency_score;frequency_score;monetary_score;RF_SCORE;segment
13586;542;1;127;1;1;1;11;hibernating
13587;65;4;1674;3;3;4;33;need_attention
13588;17;9;2479;5;5;4;55;champions
13589;16;6;1121;5;4;3;54;champions
13590;12;18;6336;5;5;5;55;champions
13591;66;7;2094;3;4;4;34;loyal_customers
13592;37;4;248;4;3;1;43;potential_loyalists
13593;109;14;5493;3;5;5;35;loyal_customers
13594;54;2;533;4;2;2;42;potential_loyalists
13595;518;3;784;1;3;3;13;at_Risk
13596;7;2;664;5;2;3;52;potential_loyalists
13597;401;2;397;2;2;2;22;hibernating
13598;48;5;762;4;4;3;44;loyal_customers
13599;2;33;9811;5;5;5;55;champions
13600;313;2;518;2;2;2;22;hibernating
13601;46;4;1160;4;3;3;43;potential_loyalists
13602;66;4;1025;3;3;3;33;need_attention
13603;27;1;164;4;1;1;41;promising
13604;660;1;718;1;1;3;11;hibernating
13605;388;2;523;2;2;2;22;hibernating
13606;30;3;277;4;3;1;43;potential_loyalists
13607;41;2;1076;4;2;3;42;potential_loyalists
13608;542;1;232;1;1;1;11;hibernating
13609;594;1;167;1;1;1;11;hibernating
13610;13;14;2104;5;5;4;55;champions
13611;90;10;3298;3;5;5;35;loyal_customers
13612;634;1;818;1;1;3;11;hibernating
13613;454;5;1040;1;4;3;14;at_Risk
13614;25;6;2333;4;4;4;44;loyal_customers
13615;320;8;6273;2;4;5;24;at_Risk
13616;569;2;284;1;2;1;12;hibernating
13617;41;8;1279;4;4;4;44;loyal_customers
13618;175;1;177;3;1;1;31;about_to_sleep
13619;546;2;225;1;2;1;12;hibernating
13620;529;1;112;1;1;1;11;hibernating
13621;118;1;214;3;1;1;31;about_to_sleep
13622;697;1;659;1;1;3;11;hibernating
13623;32;10;2533;4;5;4;45;loyal_customers
13624;389;1;462;2;1;2;21;hibernating
13625;598;1;301;1;1;2;11;hibernating
13626;254;2;707;2;2;3;22;hibernating
13627;60;7;2246;4;4;4;44;loyal_customers
13628;677;1;310;1;1;2;11;hibernating
13629;24;19;13371;4;5;5;45;loyal_customers
13630;6;7;2032;5;4;4;54;champions
13631;101;11;3070;3;5;5;35;loyal_customers
13632;26;8;3646;4;4;5;44;loyal_customers
13634;34;16;5034;4;5;5;45;loyal_customers
13635;69;4;2999;3;3;5;33;need_attention
13636;38;5;949;4;4;3;44;loyal_customers
13637;53;3;804;4;3;3;43;potential_loyalists
13638;17;1;123;5;1;1;51;new_customers
13639;75;2;1346;3;2;4;32;about_to_sleep
13640;612;1;405;1;1;2;11;hibernating
13641;642;5;1016;1;4;3;14;at_Risk
13642;217;4;472;2;3;2;23;at_Risk
13643;32;10;2157;4;5;4;45;loyal_customers
13644;17;4;2624;5;3;4;53;potential_loyalists
13645;121;1;252;3;1;1;31;about_to_sleep
13646;401;2;326;2;2;2;22;hibernating
13647;11;8;3042;5;4;5;54;champions
13648;401;8;1764;2;4;4;24;at_Risk
13649;258;6;1454;2;4;4;24;at_Risk
13650;18;10;3288;5;5;5;55;champions
13651;36;3;227;4;3;1;43;potential_loyalists
13652;47;5;2262;4;4;4;44;loyal_customers
13653;489;1;152;1;1;1;11;hibernating
13654;44;11;6308;4;5;5;45;loyal_customers
13655;115;6;2281;3;4;4;34;loyal_customers
13656;166;4;1079;3;3;3;33;need_attention
13657;12;2;382;5;2;2;52;potential_loyalists
13658;11;9;6026;5;5;5;55;champions
13659;207;12;4885;2;5;5;25;cant_loose
13660;401;1;307;2;1;2;21;hibernating
13661;604;1;325;1;1;2;11;hibernating
13662;87;11;2234;3;5;4;35;loyal_customers
13663;180;5;2048;3;4;4;34;loyal_customers
13665;387;3;1712;2;3;4;23;at_Risk
13666;61;5;128;3;4;1;34;loyal_customers
13667;150;1;299;3;1;2;31;about_to_sleep
13668;4;35;12948;5;5;5;55;champions
13669;52;3;414;4;3;2;43;potential_loyalists
13670;76;1;350;3;1;2;31;about_to_sleep
13671;396;1;173;2;1;1;21;hibernating
13672;302;3;420;2;3;2;23;at_Risk
13673;20;2;387;5;2;2;52;potential_loyalists
13674;434;1;241;1;1;1;11;hibernating
13675;152;2;487;3;2;2;32;about_to_sleep
13676;540;2;244;1;2;1;12;hibernating
13677;406;2;551;2;2;2;22;hibernating
13678;153;1;233;3;1;1;31;about_to_sleep
13679;495;3;281;1;3;1;13;at_Risk
13680;2;12;11420;5;5;5;55;champions
13681;19;4;828;5;3;3;53;potential_loyalists
13682;188;1;60;3;1;1;31;about_to_sleep
13683;459;1;259;1;1;1;11;hibernating
13684;287;4;595;2;3;2;23;at_Risk
13685;4;7;3119;5;4;5;54;champions
13686;184;3;409;3;3;2;33;need_attention
13687;439;1;11881;1;1;5;11;hibernating
13688;636;1;376;1;1;2;11;hibernating
13689;64;2;1260;3;2;4;32;about_to_sleep
13690;60;1;172;4;1;1;41;promising
13691;397;1;213;2;1;1;21;hibernating
13692;26;5;3114;4;4;5;44;loyal_customers
13693;375;9;2012;2;5;4;25;cant_loose
13694;5;143;195641;5;5;5;55;champions
13695;32;16;2771;4;5;4;45;loyal_customers
13696;423;3;2020;1;3;4;13;at_Risk
13697;40;1;151;4;1;1;41;promising
13698;598;2;452;1;2;2;12;hibernating
13699;156;2;764;3;2;3;32;about_to_sleep
13700;27;13;2597;4;5;4;45;loyal_customers
13701;448;1;161;1;1;1;11;hibernating
13702;447;1;135;1;1;1;11;hibernating
13703;319;2;426;2;2;2;22;hibernating
13704;6;9;2308;5;5;4;55;champions
13705;9;7;1717;5;4;4;54;champions
13706;304;2;631;2;2;3;22;hibernating
13707;268;5;3366;2;4;5;24;at_Risk
13708;272;1;285;2;1;2;21;hibernating
13709;5;18;7571;5;5;5;55;champions
13710;33;3;510;4;3;2;43;potential_loyalists
13711;220;9;1792;2;5;4;25;cant_loose
13712;248;2;766;2;2;3;22;hibernating
13713;409;3;741;2;3;3;23;at_Risk
13714;466;1;161;1;1;1;11;hibernating
13715;282;17;8153;2;5;5;25;cant_loose
13716;270;1;138;2;1;1;21;hibernating
13717;33;8;1763;4;4;4;44;loyal_customers
13718;247;2;307;2;2;2;22;hibernating
13719;16;11;2783;5;5;4;55;champions
13720;118;4;800;3;3;3;33;need_attention
13721;37;2;742;4;2;3;42;potential_loyalists
13722;133;10;5635;3;5;5;35;loyal_customers
13723;218;6;1194;2;4;3;24;at_Risk
13724;638;1;213;1;1;1;11;hibernating
13725;51;8;1981;4;4;4;44;loyal_customers
13726;40;2;1080;4;2;3;42;potential_loyalists
13727;30;8;1074;4;4;3;44;loyal_customers
13728;38;16;2855;4;5;4;45;loyal_customers
13729;437;3;725;1;3;3;13;at_Risk
13730;137;2;753;3;2;3;32;about_to_sleep
13731;220;2;611;2;2;3;22;hibernating
13732;29;1;492;4;1;2;41;promising
13733;412;2;487;1;2;2;12;hibernating
13734;510;4;6696;1;3;5;13;at_Risk
13735;26;13;9763;4;5;5;45;loyal_customers
13736;6;7;2752;5;4;4;54;champions
13737;201;1;340;2;1;2;21;hibernating
13738;397;1;435;2;1;2;21;hibernating
13739;19;2;292;5;2;2;52;potential_loyalists
13740;242;5;1583;2;4;4;24;at_Risk
13741;73;3;668;3;3;3;33;need_attention
13742;18;12;3108;5;5;5;55;champions
13743;4;7;1342;5;4;4;54;champions
13744;96;2;1081;3;2;3;32;about_to_sleep
13745;163;2;777;3;2;3;32;about_to_sleep
13746;415;1;177;1;1;1;11;hibernating
13747;375;2;170;2;2;1;22;hibernating
13748;97;9;2064;3;5;4;35;loyal_customers
13750;55;11;3602;4;5;5;45;loyal_customers
13751;289;1;296;2;1;2;21;hibernating
13752;125;7;1580;3;4;4;34;loyal_customers
13753;289;4;2095;2;3;4;23;at_Risk
13754;153;3;447;3;3;2;33;need_attention
13755;5;9;2108;5;5;4;55;champions
13756;3;23;8656;5;5;5;55;champions
13757;676;1;196;1;1;1;11;hibernating
13758;13;15;8698;5;5;5;55;champions
13759;34;2;659;4;2;3;42;potential_loyalists
13760;55;5;1364;4;4;4;44;loyal_customers
13761;51;6;1952;4;4;4;44;loyal_customers
13762;220;5;2472;2;4;4;24;at_Risk
13763;64;3;5217;3;3;5;33;need_attention
13764;72;6;2920;3;4;5;34;loyal_customers
13765;654;1;353;1;1;2;11;hibernating
13766;496;1;190;1;1;1;11;hibernating
13767;3;73;33904;5;5;5;55;champions
13768;728;2;876;1;2;3;12;hibernating
13769;3;20;5478;5;5;5;55;champions
13770;423;4;785;1;3;3;13;at_Risk
13771;65;9;5729;3;5;5;35;loyal_customers
13772;35;8;3100;4;4;5;44;loyal_customers
13773;398;2;302;2;2;2;22;hibernating
13774;83;1;345;3;1;2;31;about_to_sleep
13775;592;1;1050;1;1;3;11;hibernating
13776;429;2;624;1;2;3;12;hibernating
13777;2;61;49638;5;5;5;55;champions
13778;104;4;1124;3;3;3;33;need_attention
13779;517;1;161;1;1;1;11;hibernating
13780;8;3;732;5;3;3;53;potential_loyalists
13781;252;3;779;2;3;3;23;at_Risk
13782;14;13;1786;5;5;4;55;champions
13783;489;4;1542;1;3;4;13;at_Risk
13784;11;14;2910;5;5;5;55;champions
13785;430;4;542;1;3;2;13;at_Risk
13786;368;6;3128;2;4;5;24;at_Risk
13787;77;6;1223;3;4;4;34;loyal_customers
13788;506;1;1,03,1975;1;1;1;11;hibernating
13789;389;1;239;2;1;1;21;hibernating
13790;5;1;349;5;1;2;51;new_customers
13791;129;2;1516;3;2;4;32;about_to_sleep
13792;67;3;384;3;3;2;33;need_attention
13793;648;1;96;1;1;1;11;hibernating
13794;548;1;126;1;1;1;11;hibernating
13795;389;4;836;2;3;3;23;at_Risk
13796;500;1;290;1;1;2;11;hibernating
13797;438;3;1179;1;3;3;13;at_Risk
13798;2;110;75429;5;5;5;55;champions
13799;118;9;2804;3;5;4;35;loyal_customers
13800;311;3;1680;2;3;4;23;at_Risk
13801;68;1;325;3;1;2;31;about_to_sleep
13802;140;19;26259;3;5;5;35;loyal_customers
13803;256;3;1339;2;3;4;23;at_Risk
13804;32;9;3161;4;5;5;45;loyal_customers
13805;53;2;925;4;2;3;42;potential_loyalists
13806;65;1;256;3;1;1;31;about_to_sleep
13807;368;3;422;2;3;2;23;at_Risk
13808;7;5;1748;5;4;4;54;champions
13809;306;3;680;2;3;3;23;at_Risk
13810;30;2;900;4;2;3;42;potential_loyalists
13811;185;3;815;3;3;3;33;need_attention
13812;43;3;539;4;3;2;43;potential_loyalists
13813;41;8;2765;4;4;4;44;loyal_customers
13814;93;3;2257;3;3;4;33;need_attention
13815;23;8;7476;4;4;5;44;loyal_customers
13816;25;2;572;4;2;2;42;potential_loyalists
13817;30;2;383;4;2;2;42;potential_loyalists
13818;431;1;61;1;1;1;11;hibernating
13819;303;6;2642;2;4;4;24;at_Risk
13820;419;3;653;1;3;3;13;at_Risk
13821;146;6;1379;3;4;4;34;loyal_customers
13822;7;2;632;5;2;3;52;potential_loyalists
13823;20;7;3403;5;4;5;54;champions
13824;34;12;3315;4;5;5;45;loyal_customers
13825;623;2;256;1;2;1;12;hibernating
13826;177;1;190;3;1;1;31;about_to_sleep
13827;59;3;410;4;3;2;43;potential_loyalists
13828;23;1;209;4;1;1;41;promising
13829;422;1;102;1;1;1;11;hibernating
13830;583;1;157;1;1;1;11;hibernating
13831;17;18;6586;5;5;5;55;champions
13832;20;2;610;5;2;3;52;potential_loyalists
13833;160;2;700;3;2;3;32;about_to_sleep
13834;578;2;324;1;2;2;12;hibernating
13835;26;7;1095;4;4;3;44;loyal_customers
13836;400;2;620;2;2;3;22;hibernating
13837;213;2;267;2;2;1;22;hibernating
13838;7;10;1690;5;5;4;55;champions
13839;487;1;140;1;1;1;11;hibernating
13840;417;1;651;1;1;3;11;hibernating
13841;254;1;85;2;1;1;21;hibernating
13842;60;18;5319;4;5;5;45;loyal_customers
13843;382;1;320;2;1;2;21;hibernating
13844;12;1;362;5;1;2;51;new_customers
13845;66;1;313;3;1;2;31;about_to_sleep
13846;26;4;1308;4;3;4;43;potential_loyalists
13847;721;1;311;1;1;2;11;hibernating
13848;93;8;3015;3;4;5;34;loyal_customers
13849;53;5;3469;4;4;5;44;loyal_customers
13850;130;1;1595;3;1;4;31;about_to_sleep
13851;97;8;4606;3;4;5;34;loyal_customers
13852;612;1;187;1;1;1;11;hibernating
13853;58;1;1090;4;1;3;41;promising
13854;10;39;11945;5;5;5;55;champions
13855;502;4;1310;1;3;4;13;at_Risk
13856;170;11;1142;3;5;3;35;loyal_customers
13857;394;6;1001;2;4;3;24;at_Risk
13858;58;1;216;4;1;1;41;promising
13859;327;2;516;2;2;2;22;hibernating
13860;2;5;1246;5;4;4;54;champions
13861;430;2;273;1;2;1;12;hibernating
13862;19;9;2556;5;5;4;55;champions
13863;249;4;1240;2;3;4;23;at_Risk
13864;388;1;662;2;1;3;21;hibernating
13865;59;4;502;4;3;2;43;potential_loyalists
13866;75;1;146;3;1;1;31;about_to_sleep
13867;32;3;1005;4;3;3;43;potential_loyalists
13868;8;2;3193;5;2;5;52;potential_loyalists
13869;124;10;7997;3;5;5;35;loyal_customers
13870;3;15;5712;5;5;5;55;champions
13871;24;17;7886;4;5;5;45;loyal_customers
13872;528;3;920;1;3;3;13;at_Risk
13873;121;8;1039;3;4;3;34;loyal_customers
13874;359;7;2049;2;4;4;24;at_Risk
13875;55;14;4814;4;5;5;45;loyal_customers
13876;65;1;123;3;1;1;31;about_to_sleep
13877;87;3;450;3;3;2;33;need_attention
13878;56;4;2417;4;3;4;43;potential_loyalists
13879;647;1;396;1;1;2;11;hibernating
13880;22;17;4294;4;5;5;45;loyal_customers
13881;5;43;45179;5;5;5;55;champions
13882;4;5;1191;5;4;3;54;champions
13883;12;15;6560;5;5;5;55;champions
13884;8;10;1825;5;5;4;55;champions
13885;190;2;507;3;2;2;32;about_to_sleep
13886;72;1;244;3;1;1;31;about_to_sleep
13887;205;1;350;2;1;2;21;hibernating
13888;121;7;2002;3;4;4;34;loyal_customers
13889;94;6;1991;3;4;4;34;loyal_customers
13890;2;14;2927;5;5;5;55;champions
13891;379;3;859;2;3;3;23;at_Risk
13892;28;6;1268;4;4;4;44;loyal_customers
13893;299;1;821;2;1;3;21;hibernating
13894;25;3;565;4;3;2;43;potential_loyalists
13895;29;6;4009;4;4;5;44;loyal_customers
13896;627;1;389;1;1;2;11;hibernating
13897;51;3;1161;4;3;3;43;potential_loyalists
13898;327;2;686;2;2;3;22;hibernating
13899;17;2;389;5;2;2;52;potential_loyalists
13900;184;6;1611;3;4;4;34;loyal_customers
13901;73;15;5676;3;5;5;35;loyal_customers
13902;633;5;34095;1;4;5;14;at_Risk
13903;401;1;165;2;1;1;21;hibernating
13904;38;2;333;4;2;2;42;potential_loyalists
13905;734;1;313;1;1;2;11;hibernating
13906;410;1;42;2;1;1;21;hibernating
13907;693;1;137;1;1;1;11;hibernating
13908;81;4;2370;3;3;4;33;need_attention
13909;424;2;283;1;2;1;12;hibernating
13911;58;20;4235;4;5;5;45;loyal_customers
13912;425;1;125;1;1;1;11;hibernating
13913;508;1;42;1;1;1;11;hibernating
13914;13;2;626;5;2;3;52;potential_loyalists
13915;395;1;71;2;1;1;21;hibernating
13916;465;4;1276;1;3;4;13;at_Risk
13917;51;2;272;4;2;1;42;potential_loyalists
13918;51;2;1213;4;2;3;42;potential_loyalists
13919;60;4;1361;4;3;4;43;potential_loyalists
13920;433;4;1775;1;3;4;13;at_Risk
13921;403;4;731;2;3;3;23;at_Risk
13922;353;3;865;2;3;3;23;at_Risk
13923;55;1;351;4;1;2;41;promising
13924;3;6;1839;5;4;4;54;champions
13925;94;4;678;3;3;3;33;need_attention
13926;24;1;224;4;1;1;41;promising
13927;76;2;708;3;2;3;32;about_to_sleep
13928;12;4;465;5;3;2;53;potential_loyalists
13929;170;11;3494;3;5;5;35;loyal_customers
13930;59;2;337;4;2;2;42;potential_loyalists
13931;97;11;5257;3;5;5;35;loyal_customers
13932;296;1;307;2;1;2;21;hibernating
13933;110;2;609;3;2;3;32;about_to_sleep
13934;265;1;922;2;1;3;21;hibernating
13935;598;3;6117;1;3;5;13;at_Risk
13936;181;3;940;3;3;3;33;need_attention
13937;170;2;880;3;2;3;32;about_to_sleep
13938;36;1;72;4;1;1;41;promising
13939;24;7;1561;4;4;4;44;loyal_customers
13940;18;4;839;5;3;3;53;potential_loyalists
13941;23;15;10027;4;5;5;45;loyal_customers
13942;536;1;320;1;1;2;11;hibernating
13943;579;1;247;1;1;1;11;hibernating
13944;654;1;200;1;1;1;11;hibernating
13945;396;2;854;2;2;3;22;hibernating
13946;80;6;1876;3;4;4;34;loyal_customers
13947;66;1;91;3;1;1;31;about_to_sleep
13948;362;4;549;2;3;2;23;at_Risk
13949;4;6;2427;5;4;4;54;champions
13950;12;4;745;5;3;3;53;potential_loyalists
13951;177;3;674;3;3;3;33;need_attention
13952;219;14;12824;2;5;5;25;cant_loose
13953;8;12;6641;5;5;5;55;champions
13954;3;2;440;5;2;2;52;potential_loyalists
13955;155;3;544;3;3;2;33;need_attention
13956;6;5;1019;5;4;3;54;champions
13957;419;3;458;1;3;2;13;at_Risk
13958;381;8;4709;2;4;5;24;at_Risk
13959;80;6;1065;3;4;3;34;loyal_customers
13960;22;2;230;4;2;1;42;potential_loyalists
13961;393;1;538;2;1;2;21;hibernating
13962;23;3;363;4;3;2;43;potential_loyalists
13963;309;17;2861;2;5;4;25;cant_loose
13964;388;2;439;2;2;2;22;hibernating
13965;478;3;997;1;3;3;13;at_Risk
13966;436;1;384;1;1;2;11;hibernating
13967;147;2;166;3;2;1;32;about_to_sleep
13968;424;1;124;1;1;1;11;hibernating
13969;8;35;12973;5;5;5;55;champions
13970;387;2;847;2;2;3;22;hibernating
13971;20;14;4668;5;5;5;55;champions
13972;72;2;190;3;2;1;32;about_to_sleep
13973;288;1;265;2;1;1;21;hibernating
13974;50;2;678;4;2;3;42;potential_loyalists
13975;32;12;5256;4;5;5;45;loyal_customers
13976;208;4;1192;2;3;3;23;at_Risk
13977;412;1;520;1;1;2;11;hibernating
13978;16;2;197;5;2;1;52;potential_loyalists
13979;74;7;3380;3;4;5;34;loyal_customers
13980;61;5;769;3;4;3;34;loyal_customers
13981;417;1;331;1;1;2;11;hibernating
13982;40;9;3954;4;5;5;45;loyal_customers
13983;31;21;6754;4;5;5;45;loyal_customers
13984;28;12;1894;4;5;4;45;loyal_customers
13985;5;22;10021;5;5;5;55;champions
13986;18;1;320;5;1;2;51;new_customers
13987;381;2;683;2;2;3;22;hibernating
13988;21;8;4758;4;4;5;44;loyal_customers
13989;67;5;2026;3;4;4;34;loyal_customers
13990;214;1;311;2;1;2;21;hibernating
13991;13;6;853;5;4;3;54;champions
13992;31;3;220;4;3;1;43;potential_loyalists
13993;44;19;6776;4;5;5;45;loyal_customers
13994;5;6;2274;5;4;4;54;champions
13995;16;14;3902;5;5;5;55;champions
13996;387;2;896;2;2;3;22;hibernating
13997;520;3;376;1;3;2;13;at_Risk
13998;448;3;567;1;3;2;13;at_Risk
13999;11;29;9502;5;5;5;55;champions
14000;212;5;2046;2;4;4;24;at_Risk
14001;47;9;4229;4;5;5;45;loyal_customers
14002;135;2;530;3;2;2;32;about_to_sleep
14003;734;1;209;1;1;1;11;hibernating
14004;44;11;6258;4;5;5;45;loyal_customers
14005;11;5;2875;5;4;4;54;champions
14006;117;7;2197;3;4;4;34;loyal_customers
14007;514;1;79;1;1;1;11;hibernating
14008;433;1;509;1;1;2;11;hibernating
14009;199;3;1100;2;3;3;23;at_Risk
14010;566;2;445;1;2;2;12;hibernating
14011;481;2;458;1;2;2;12;hibernating
14012;279;1;329;2;1;2;21;hibernating
14013;111;5;1085;3;4;3;34;loyal_customers
14014;78;3;1948;3;3;4;33;need_attention
14015;54;1;917;4;1;3;41;promising
14016;163;11;11403;3;5;5;35;loyal_customers
14017;572;1;230;1;1;1;11;hibernating
14018;646;1;367;1;1;2;11;hibernating
14019;48;3;1422;4;3;4;43;potential_loyalists
14020;18;4;1249;5;3;4;53;potential_loyalists
14021;156;7;1717;3;4;4;34;loyal_customers
14022;226;2;792;2;2;3;22;hibernating
14023;8;2;584;5;2;2;52;potential_loyalists
14024;123;3;646;3;3;3;33;need_attention
14025;466;8;4058;1;4;5;14;at_Risk
14026;472;2;713;1;2;3;12;hibernating
14027;62;1;105;3;1;1;31;about_to_sleep
14028;551;3;10397;1;3;5;13;at_Risk
14029;64;2;468;3;2;2;32;about_to_sleep
14030;19;20;7522;5;5;5;55;champions
14031;8;44;39020;5;5;5;55;champions
14032;3;16;4546;5;5;5;55;champions
14033;556;1;109;1;1;1;11;hibernating
14034;23;3;649;4;3;3;43;potential_loyalists
14035;30;9;2795;4;5;4;45;loyal_customers
14036;286;1;627;2;1;3;21;hibernating
14037;177;6;837;3;4;3;34;loyal_customers
14038;79;5;3070;3;4;5;34;loyal_customers
14039;34;2;267;4;2;1;42;potential_loyalists
14040;42;35;12524;4;5;5;45;loyal_customers
14041;267;1;141;2;1;1;21;hibernating
14042;726;1;432;1;1;2;11;hibernating
14043;492;2;303;1;2;2;12;hibernating
14044;28;10;3078;4;5;5;45;loyal_customers
14045;110;16;10987;3;5;5;35;loyal_customers
14046;285;1;155;2;1;1;21;hibernating
14047;10;14;3968;5;5;5;55;champions
14048;306;3;749;2;3;3;23;at_Risk
14049;18;13;13023;5;5;5;55;champions
14050;33;2;746;4;2;3;42;potential_loyalists
14051;2;37;21771;5;5;5;55;champions
14052;21;2;467;4;2;2;42;potential_loyalists
14053;125;4;572;3;3;2;33;need_attention
14054;66;1;92;3;1;1;31;about_to_sleep
14055;107;3;1521;3;3;4;33;need_attention
14056;2;23;8153;5;5;5;55;champions
14057;25;22;8347;4;5;5;45;loyal_customers
14058;464;2;469;1;2;2;12;hibernating
14059;268;1;184;2;1;1;21;hibernating
14060;6;30;8898;5;5;5;55;champions
14061;508;3;917;1;3;3;13;at_Risk
14062;11;24;25586;5;5;5;55;champions
14063;688;7;9472;1;4;5;14;at_Risk
14064;30;15;3260;4;5;5;45;loyal_customers
14065;390;3;891;2;3;3;23;at_Risk
14066;268;1;153;2;1;1;21;hibernating
14067;65;2;375;3;2;2;32;about_to_sleep
14068;321;4;1517;2;3;4;23;at_Risk
14069;516;2;226;1;2;1;12;hibernating
14070;686;1;322;1;1;2;11;hibernating
14071;5;8;1438;5;4;4;54;champions
14072;668;1;391;1;1;2;11;hibernating
14073;33;1;151;4;1;1;41;promising
14074;624;1;219;1;1;1;11;hibernating
14075;6;6;1735;5;4;4;54;champions
14076;130;1;119;3;1;1;31;about_to_sleep
14077;42;6;615;4;4;3;44;loyal_customers
14078;103;9;1553;3;5;4;35;loyal_customers
14079;126;2;619;3;2;3;32;about_to_sleep
14080;34;5;1116;4;4;3;44;loyal_customers
14081;303;10;4868;2;5;5;25;cant_loose
14082;366;2;413;2;2;2;22;hibernating
14083;5;11;1082;5;5;3;55;champions
14084;513;1;151;1;1;1;11;hibernating
14085;3;33;9721;5;5;5;55;champions
14086;464;1;40;1;1;1;11;hibernating
14087;4;3;829;5;3;3;53;potential_loyalists
14088;11;16;64037;5;5;5;55;champions
14089;58;1;159;4;1;1;41;promising
14090;326;1;76;2;1;1;21;hibernating
14091;655;2;9530;1;2;5;12;hibernating
14092;9;24;7229;5;5;5;55;champions
14093;13;1;434;5;1;2;51;new_customers
14094;441;1;312;1;1;2;11;hibernating
14095;724;1;1,02,1995;1;1;1;11;hibernating
14096;5;17;53875;5;5;5;55;champions
14097;482;2;423;1;2;2;12;hibernating
14098;38;1;147;4;1;1;41;promising
14099;17;20;5751;5;5;5;55;champions
14100;139;1;192;3;1;1;31;about_to_sleep
14101;75;13;9962;3;5;5;35;loyal_customers
14102;6;5;1106;5;4;3;54;champions
14104;156;5;744;3;4;3;34;loyal_customers
14105;240;5;5989;2;4;5;24;at_Risk
14106;738;1;215;1;1;1;11;hibernating
14107;53;11;4877;4;5;5;45;loyal_customers
14108;32;4;1045;4;3;3;43;potential_loyalists
14109;74;1;144;3;1;1;31;about_to_sleep
14110;5;33;12988;5;5;5;55;champions
14111;15;4;693;5;3;3;53;potential_loyalists
14112;24;13;5835;4;5;5;45;loyal_customers
14113;5;16;7093;5;5;5;55;champions
14114;275;7;1364;2;4;4;24;at_Risk
14115;503;2;623;1;2;3;12;hibernating
14116;21;5;1383;4;4;4;44;loyal_customers
14117;145;1;90;3;1;1;31;about_to_sleep
14118;430;1;458;1;1;2;11;hibernating
14119;377;2;183;2;2;1;22;hibernating
14121;5;4;2780;5;3;4;53;potential_loyalists
14122;407;3;362;2;3;2;23;at_Risk
14123;734;1;436;1;1;2;11;hibernating
14124;85;1;420;3;1;2;31;about_to_sleep
14125;12;3;2721;5;3;4;53;potential_loyalists
14126;9;4;1172;5;3;3;53;potential_loyalists
14127;124;6;1900;3;4;4;34;loyal_customers
14128;62;3;924;3;3;3;33;need_attention
14129;3;9;2591;5;5;4;55;champions
14130;320;4;1859;2;3;4;23;at_Risk
14131;650;1;168;1;1;1;11;hibernating
14132;3;11;3586;5;5;5;55;champions
14133;131;4;911;3;3;3;33;need_attention
14134;384;15;11123;2;5;5;25;cant_loose
14135;3;24;8840;5;5;5;55;champions
14136;402;5;1571;2;4;4;24;at_Risk
14137;697;1;333;1;1;2;11;hibernating
14138;3;2;966;5;2;3;52;potential_loyalists
14139;47;4;1087;4;3;3;43;potential_loyalists
14140;5;2;935;5;2;3;52;potential_loyalists
14141;4;4;915;5;3;3;53;potential_loyalists
14142;374;2;671;2;2;3;22;hibernating
14143;135;1;116;3;1;1;31;about_to_sleep
14144;487;1;30,06,2026;1;1;1;11;hibernating
14145;48;7;7600;4;4;5;44;loyal_customers
14146;10;12;9450;5;5;5;55;champions
14147;79;9;2590;3;5;4;35;loyal_customers
14148;235;2;466;2;2;2;22;hibernating
14149;222;1;447;2;1;2;21;hibernating
14150;37;2;659;4;2;3;42;potential_loyalists
14151;674;2;679;1;2;3;12;hibernating
14152;76;7;1997;3;4;4;34;loyal_customers
14153;484;1;233;1;1;1;11;hibernating
14154;240;8;6461;2;4;5;24;at_Risk
14155;267;1;119;2;1;1;21;hibernating
14156;11;151;305259;5;5;5;55;champions
14157;21;5;979;4;4;3;44;loyal_customers
14158;41;1;508;4;1;2;41;promising
14159;21;20;7861;4;5;5;45;loyal_customers
14160;611;7;8421;1;4;5;14;at_Risk
14161;217;7;2997;2;4;5;24;at_Risk
14162;175;2;289;3;2;2;32;about_to_sleep
14163;88;5;2595;3;4;4;34;loyal_customers
14164;72;2;1632;3;2;4;32;about_to_sleep
14165;277;1;120;2;1;1;21;hibernating
14166;506;2;251;1;2;1;12;hibernating
14167;40;8;1274;4;4;4;44;loyal_customers
14168;422;2;370;1;2;2;12;hibernating
14169;432;2;622;1;2;3;12;hibernating
14170;376;3;570;2;3;2;23;at_Risk
14171;99;2;499;3;2;2;32;about_to_sleep
14172;606;3;369;1;3;2;13;at_Risk
14173;12;6;586;5;4;2;54;champions
14174;34;1;134;4;1;1;41;promising
14175;61;8;7679;3;4;5;34;loyal_customers
14176;298;5;756;2;4;3;24;at_Risk
14177;87;13;2210;3;5;4;35;loyal_customers
14178;10;7;1600;5;4;4;54;champions
14179;42;2;702;4;2;3;42;potential_loyalists
14180;12;33;6118;5;5;5;55;champions
14181;412;2;308;1;2;2;12;hibernating
14182;445;4;679;1;3;3;13;at_Risk
14183;412;2;278;1;2;1;12;hibernating
14184;68;1;453;3;1;2;31;about_to_sleep
14185;332;1;198;2;1;1;21;hibernating
14186;428;5;1551;1;4;4;14;at_Risk
14187;475;1;124;1;1;1;11;hibernating
14188;32;6;2054;4;4;4;44;loyal_customers
14189;3;16;5503;5;5;5;55;champions
14190;667;1;80;1;1;1;11;hibernating
14191;3;15;4818;5;5;5;55;champions
